rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_range,train/approx_kl,train/clip_fraction,train/value_loss,train/loss,train/policy_gradient_loss,train/std,train/entropy_loss,train/n_updates,train/learning_rate,train/explained_variance
-91.20500183105469,288.0,1274,421,536576,131,0.2,0.0072655138,0.0634521484375,0.7153653189539909,0.3668544292449951,-0.004375527467345819,0.881369411945343,-6.456287956237793,1300,0.0003,0.9986250400543213
-91.2392807006836,288.0,1270,425,540672,132,0.2,0.0060870573,0.04814453125,0.4672237552702427,0.2700587213039398,-0.0034075381117872894,0.8782584071159363,-6.446169364452362,1310,0.0003,0.9990436434745789
-91.29721069335938,288.0,1263,431,544768,133,0.2,0.0059463787,0.03818359375,0.6426448307931423,0.33377692103385925,-0.003402194345835596,0.8763523101806641,-6.428749573230744,1320,0.0003,0.9986512064933777
-91.2488021850586,288.0,1260,435,548864,134,0.2,0.0059920717,0.053271484375,0.6300170630216598,0.2750248908996582,-0.0038899774139281363,0.8765913248062134,-6.423514270782471,1330,0.0003,0.9988652467727661
-91.19625091552734,288.0,1256,440,552960,135,0.2,0.007145988,0.05263671875,0.661117497086525,0.42403003573417664,-0.003522115253144875,0.8778511881828308,-6.42783489227295,1340,0.0003,0.9986453056335449
-91.20789337158203,288.0,1252,444,557056,136,0.2,0.0064959563,0.0650634765625,0.571347588300705,0.2657969892024994,-0.004391724852030166,0.8764785528182983,-6.4269699335098265,1350,0.0003,0.9989413022994995
-91.20061492919922,288.0,1247,449,561152,137,0.2,0.0074277306,0.044873046875,0.5518424645066261,0.33230453729629517,-0.0027911383367609233,0.8722073435783386,-6.412361848354339,1360,0.0003,0.9985299706459045
-91.08181762695312,288.0,1243,454,565248,138,0.2,0.0051377513,0.0472900390625,0.5966521620750427,0.2994306683540344,-0.0039218713936861604,0.8686488270759583,-6.385237121582032,1370,0.0003,0.9988791942596436
-91.04507446289062,288.0,1237,459,569344,139,0.2,0.0064214515,0.04921875,0.6240082055330276,0.39285117387771606,-0.0038518926361575724,0.8686734437942505,-6.376868033409119,1380,0.0003,0.9987621903419495
-91.07463836669922,288.0,1233,464,573440,140,0.2,0.0066347495,0.0626953125,0.6574410550296307,0.3418407738208771,-0.002948860466131009,0.8688262701034546,-6.376667940616608,1390,0.0003,0.9987360835075378
-91.05315399169922,288.0,1229,469,577536,141,0.2,0.003771276,0.0447998046875,0.44439872205257414,0.2004930078983307,-0.0029265858232975007,0.8647103309631348,-6.364162349700928,1400,0.0003,0.999094545841217
-91.03997039794922,288.0,1225,474,581632,142,0.2,0.00687355,0.0718994140625,0.6569896019995213,0.3255845010280609,-0.00448339308204595,0.8615835309028625,-6.34129284620285,1410,0.0003,0.9985721707344055
-91.04255676269531,288.0,1221,479,585728,143,0.2,0.005536438,0.05849609375,0.5803889758884907,0.27730974555015564,-0.002400191259221174,0.8612287640571594,-6.329656791687012,1420,0.0003,0.9989457130432129
-91.010986328125,288.0,1217,484,589824,144,0.2,0.0068689403,0.0568359375,0.5955575838685035,0.33361467719078064,-0.0031496512820012867,0.8578831553459167,-6.321665036678314,1430,0.0003,0.998770534992218
-91.02986145019531,288.0,1207,491,593920,145,0.2,0.005364266,0.0528076171875,0.5388214349746704,0.26206696033477783,-0.003149989320081659,0.8539606332778931,-6.298730087280274,1440,0.0003,0.9990283250808716
-91.02597045898438,288.0,1191,502,598016,146,0.2,0.005082937,0.0686279296875,0.508207443356514,0.2247723639011383,-0.0037321837851777675,0.855798065662384,-6.2901916861534115,1450,0.0003,0.9987438917160034
-90.96916961669922,288.0,1192,504,602112,147,0.2,0.0061469395,0.0577392578125,0.5769357562065125,0.23780223727226257,-0.003093715844443068,0.8533123135566711,-6.291555881500244,1460,0.0003,0.9989345669746399
-90.88311767578125,288.0,1196,506,606208,148,0.2,0.004925473,0.0236083984375,0.5668741747736931,0.34113383293151855,-0.002305118029471487,0.8530077934265137,-6.281361508369446,1470,0.0003,0.9988833665847778
-90.87785339355469,288.0,1200,508,610304,149,0.2,0.0052331397,0.0589111328125,0.5748800918459892,0.275560587644577,-0.004683046817081049,0.8508113026618958,-6.275004744529724,1480,0.0003,0.9988846182823181
-90.84786987304688,288.0,1205,509,614400,150,0.2,0.005086292,0.0526611328125,0.4300618775188923,0.18008917570114136,-0.0037603498611133547,0.8519378900527954,-6.270151388645172,1490,0.0003,0.9991300702095032
-90.78679656982422,288.0,1205,513,618496,151,0.2,0.0064010886,0.0520263671875,0.5412528097629548,0.296457439661026,-0.0030326650565257298,0.8512280583381653,-6.272874104976654,1500,0.0003,0.9988575577735901
-90.72908020019531,288.0,1209,514,622592,152,0.2,0.009449942,0.078173828125,0.5725719213485718,0.2107495367527008,-0.005212034401483834,0.8491848707199097,-6.263923978805542,1510,0.0003,0.9989654421806335
-90.67693328857422,288.0,1214,516,626688,153,0.2,0.005367268,0.0380859375,0.5914737112820149,0.2713634967803955,-0.0034440891991835087,0.8471298217773438,-6.25126496553421,1520,0.0003,0.9987816214561462
-90.69266510009766,288.0,1218,517,630784,154,0.2,0.0049811946,0.03837890625,0.5380699537694454,0.2636013925075531,-0.0028970756422495468,0.8445585370063782,-6.237020254135132,1530,0.0003,0.9989992380142212
-90.70246887207031,288.0,1222,519,634880,155,0.2,0.0061880443,0.030810546875,0.4673287205398083,0.2480689436197281,-0.0021336728997994213,0.8424137234687805,-6.222663044929504,1540,0.0003,0.9987447261810303
-90.61316680908203,288.0,1226,520,638976,156,0.2,0.009012314,0.084423828125,0.5099140174686909,0.21887262165546417,-0.004337406723061576,0.8440073132514954,-6.218381178379059,1550,0.0003,0.9990515112876892
-90.54286193847656,288.0,1230,522,643072,157,0.2,0.006957022,0.0519287109375,0.5201623618602753,0.1621185541152954,-0.003183240006910637,0.8445072174072266,-6.22619206905365,1560,0.0003,0.9989718198776245
-90.51113891601562,288.0,1233,524,647168,158,0.2,0.0049020285,0.031640625,0.6115676939487458,0.20426248013973236,-0.002767354520619847,0.8424867391586304,-6.221775960922241,1570,0.0003,0.9988276958465576
-90.4842300415039,288.0,1236,526,651264,159,0.2,0.006181797,0.0399169921875,0.3934448190033436,0.19827571511268616,-0.00333335364703089,0.8440120816230774,-6.218337297439575,1580,0.0003,0.9992017149925232
-90.43009948730469,288.0,1235,530,655360,160,0.2,0.005640669,0.0530029296875,0.4982373133301735,0.16350597143173218,-0.003021107171662152,0.8451026678085327,-6.230074501037597,1590,0.0003,0.9989554286003113
-90.33395385742188,288.0,1233,534,659456,161,0.2,0.00710358,0.0541748046875,0.49001230150461195,0.26773491501808167,-0.004826570756267756,0.8455672264099121,-6.233318948745728,1600,0.0003,0.9991025924682617
-90.30587005615234,288.0,1230,539,663552,162,0.2,0.0064692874,0.0419921875,0.5448340430855751,0.2593342959880829,-0.0031750647991430014,0.8453823328018188,-6.233615744113922,1610,0.0003,0.9988684058189392
-90.31163024902344,288.0,1227,543,667648,163,0.2,0.0077746,0.0690673828125,0.45492487475275994,0.20498955249786377,-0.004712499122251757,0.8439194560050964,-6.229392194747925,1620,0.0003,0.9991737604141235
-90.3085708618164,288.0,1224,548,671744,164,0.2,0.005511082,0.0273681640625,0.40155521035194397,0.17458803951740265,-0.0025341414293507114,0.8438170552253723,-6.224204969406128,1630,0.0003,0.9989525079727173
-90.28919219970703,288.0,1222,552,675840,165,0.2,0.0055803405,0.0599609375,0.4730237774550915,0.21844184398651123,-0.003288295431411825,0.8443275690078735,-6.226467132568359,1640,0.0003,0.9990772008895874
-90.3033676147461,288.0,1218,557,679936,166,0.2,0.007594316,0.0739013671875,0.44813686013221743,0.23708844184875488,-0.0049169690406415615,0.8425849676132202,-6.223962986469269,1650,0.0003,0.9990928769111633
-90.2773208618164,288.0,1213,563,684032,167,0.2,0.0062417113,0.060693359375,0.520535484701395,0.3419783115386963,-0.0038881203858181835,0.8416213989257812,-6.214868056774139,1660,0.0003,0.9989976286888123
-90.2707748413086,288.0,1211,568,688128,168,0.2,0.0076994607,0.06552734375,0.3975192032754421,0.26543933153152466,-0.004206182720372454,0.8452140688896179,-6.2223530292510985,1670,0.0003,0.999164879322052
-90.26978302001953,288.0,1209,572,692224,169,0.2,0.005956583,0.0515625,0.44884128123521805,0.19888849556446075,-0.0032806679082568735,0.8446694612503052,-6.232736504077911,1680,0.0003,0.9990378022193909
-90.21403503417969,288.0,1207,576,696320,170,0.2,0.007564243,0.040625,0.4493157148361206,0.2049664855003357,-0.0030162472743541003,0.8467622995376587,-6.232889616489411,1690,0.0003,0.9991757869720459
-90.20487213134766,288.0,1205,580,700416,171,0.2,0.0063229715,0.0411376953125,0.47006460949778556,0.17794249951839447,-0.0037589850835502148,0.8473588824272156,-6.243677973747253,1700,0.0003,0.9990288615226746
-90.17899322509766,288.0,1203,585,704512,172,0.2,0.0057402914,0.0292724609375,0.46474071964621544,0.19055147469043732,-0.003076889115618542,0.8448419570922852,-6.2352320671081545,1710,0.0003,0.9991583824157715
-90.14144897460938,288.0,1201,589,708608,173,0.2,0.005130916,0.0429931640625,0.4114190384745598,0.23338019847869873,-0.0029586411663331093,0.8447705507278442,-6.2249647855758665,1720,0.0003,0.9989304542541504
-90.1556167602539,288.0,1199,594,712704,174,0.2,0.005363384,0.050927734375,0.43323964551091193,0.18815651535987854,-0.0029060466797091065,0.8439450263977051,-6.2260694146156315,1730,0.0003,0.9991856813430786
-90.09263610839844,288.0,1196,599,716800,175,0.2,0.009235807,0.0816650390625,0.443636367470026,0.21617743372917175,-0.00495400755899027,0.8441295623779297,-6.221030449867248,1740,0.0003,0.9991129636764526
-90.07490539550781,288.0,1193,603,720896,176,0.2,0.0038794382,0.035302734375,0.4887261025607586,0.23178572952747345,-0.0025120468519162385,0.8415809869766235,-6.2164959192276,1750,0.0003,0.9990571737289429
-90.08108520507812,288.0,1191,608,724992,177,0.2,0.0059635215,0.0444580078125,0.3476128067821264,0.12120471894741058,-0.0038408427906688304,0.8339633941650391,-6.1864707469940186,1760,0.0003,0.9992933869361877
-90.08890533447266,288.0,1192,611,729088,178,0.2,0.006137332,0.03759765625,0.43893450796604155,0.2611654996871948,-0.003791073348838836,0.830884575843811,-6.152337706089019,1770,0.0003,0.9990631341934204
-90.08226776123047,288.0,1192,614,733184,179,0.2,0.0058382023,0.081396484375,0.4220751516520977,0.19535501301288605,-0.0048956732003716755,0.827643096446991,-6.133112847805023,1780,0.0003,0.9992339015007019
-90.08549499511719,288.0,1195,616,737280,180,0.2,0.005243699,0.0335205078125,0.4349226079881191,0.1985636204481125,-0.003093377727782354,0.8289238810539246,-6.125167095661164,1790,0.0003,0.999099612236023
-90.04366302490234,288.0,1195,619,741376,181,0.2,0.004379309,0.026904296875,0.4190699204802513,0.19201353192329407,-0.002139840682502836,0.8280028104782104,-6.128431105613709,1800,0.0003,0.9992417693138123
-90.06983184814453,288.0,1192,625,745472,182,0.2,0.004649266,0.0411376953125,0.3815960817039013,0.1601644605398178,-0.0028820252453442665,0.8279503583908081,-6.12379093170166,1810,0.0003,0.9990240931510925
-90.07056427001953,288.0,1189,630,749568,183,0.2,0.0037163587,0.0364990234375,0.4422559477388859,0.25775837898254395,-0.0028383583354298025,0.8272431492805481,-6.121327209472656,1820,0.0003,0.9991587400436401
-90.05970764160156,288.0,1186,635,753664,184,0.2,0.0069021457,0.0647705078125,0.4279717743396759,0.16717898845672607,-0.004378095100400969,0.8263517618179321,-6.116253221035004,1830,0.0003,0.999148428440094
-90.06350708007812,288.0,1182,640,757760,185,0.2,0.0061695706,0.0571044921875,0.44610755443572997,0.24632403254508972,-0.004796333354897797,0.8228272199630737,-6.104180324077606,1840,0.0003,0.9991284608840942
-90.0574722290039,288.0,1178,646,761856,186,0.2,0.007164726,0.0825439453125,0.34203498661518095,0.1446019560098648,-0.005882837637909688,0.8217536807060242,-6.089183712005616,1850,0.0003,0.9993045926094055
-90.03483581542969,288.0,1175,651,765952,187,0.2,0.0068189627,0.0576904296875,0.38741595968604087,0.14907647669315338,-0.0037061325769172982,0.8219998478889465,-6.09026015996933,1860,0.0003,0.9991725087165833
-90.13601684570312,288.0,1174,655,770048,188,0.2,0.008596881,0.11962890625,0.4044985204935074,0.1697169691324234,-0.006686931970762089,0.8222274780273438,-6.0914147138595585,1870,0.0003,0.999264121055603
-90.14334869384766,288.0,1172,660,774144,189,0.2,0.006081229,0.03681640625,0.40828577876091005,0.1854315996170044,-0.003060023533180356,0.8212491869926453,-6.087736463546753,1880,0.0003,0.9991543889045715
-90.14739990234375,288.0,1170,664,778240,190,0.2,0.0061915494,0.05458984375,0.3969840005040169,0.20175495743751526,-0.0036478485708357766,0.8184562921524048,-6.074621427059173,1890,0.0003,0.9992667436599731
-90.17192077636719,288.0,1169,668,782336,191,0.2,0.006346315,0.0537841796875,0.35069792345166206,0.19024711847305298,-0.0036148155049886554,0.814208984375,-6.052951228618622,1900,0.0003,0.9991092085838318
-90.21644592285156,288.0,1168,673,786432,192,0.2,0.0062652347,0.0485595703125,0.3570067144930363,0.1711234599351883,-0.005134553054813295,0.8111613988876343,-6.028429055213929,1910,0.0003,0.9993357062339783
-90.27239990234375,288.0,1166,677,790528,193,0.2,0.006992087,0.060498046875,0.3631564624607563,0.21324530243873596,-0.0037678600434446707,0.8098573684692383,-6.012639939785004,1920,0.0003,0.9992735385894775
-90.2770767211914,288.0,1163,682,794624,194,0.2,0.006275053,0.0543701171875,0.41590390503406527,0.2663098871707916,-0.004409213169128634,0.807462215423584,-6.0013986945152284,1930,0.0003,0.9991952180862427
-90.23469543457031,288.0,1161,687,798720,195,0.2,0.008381592,0.064208984375,0.33201464675366876,0.17135366797447205,-0.0035502605547662824,0.8053947687149048,-5.985707783699036,1940,0.0003,0.999300479888916
-90.1862564086914,288.0,1161,691,802816,196,0.2,0.004553151,0.0338623046875,0.38766325935721396,0.17724880576133728,-0.002477354515576735,0.8041027188301086,-5.975059807300568,1950,0.0003,0.9991728067398071
-90.22221374511719,288.0,1159,696,806912,197,0.2,0.008574872,0.080712890625,0.3485142484307289,0.12750525772571564,-0.004569352173712104,0.8043850064277649,-5.972322618961334,1960,0.0003,0.9993675947189331
-90.21397399902344,288.0,1159,699,811008,198,0.2,0.0076459134,0.0662353515625,0.3962263479828835,0.19022271037101746,-0.004488409851910546,0.8008939623832703,-5.965501892566681,1970,0.0003,0.9991800785064697
-90.2050552368164,288.0,1163,700,815104,199,0.2,0.005740272,0.056982421875,0.37279599606990815,0.20022174715995789,-0.004221387882716953,0.7987117767333984,-5.94446052312851,1980,0.0003,0.9993295073509216
-90.13139343261719,288.0,1167,701,819200,200,0.2,0.0057629696,0.0290771484375,0.3319885563105345,0.16670972108840942,-0.002648519727517851,0.7989391088485718,-5.93879725933075,1990,0.0003,0.999129056930542
-90.13079833984375,288.0,1170,703,823296,201,0.2,0.0056797145,0.0561279296875,0.3200997941195965,0.15707021951675415,-0.0038978617027169093,0.79758220911026,-5.9396590232849125,2000,0.0003,0.9993985891342163
-90.2010269165039,288.0,1174,704,827392,202,0.2,0.005044126,0.04052734375,0.33996155187487603,0.16678890585899353,-0.0029689228511415424,0.7968512773513794,-5.932473027706147,2010,0.0003,0.9993255138397217
-90.1943130493164,288.0,1176,706,831488,203,0.2,0.006903777,0.0632080078125,0.390014111995697,0.1921720802783966,-0.004013539117295295,0.7957810163497925,-5.928558015823365,2020,0.0003,0.9992482662200928
-90.19061279296875,288.0,1179,708,835584,204,0.2,0.007826442,0.088037109375,0.305775661021471,0.1582542210817337,-0.0064376914611784745,0.795967161655426,-5.92308007478714,2030,0.0003,0.9993778467178345
-90.1736831665039,288.0,1183,709,839680,205,0.2,0.008101357,0.0825439453125,0.36964482739567756,0.19912633299827576,-0.004516632185550406,0.7946705222129822,-5.918750977516174,2040,0.0003,0.9992113709449768
-90.13915252685547,288.0,1187,710,843776,206,0.2,0.0056876447,0.0445068359375,0.31816203370690344,0.18408098816871643,-0.004105787299340591,0.7949181199073792,-5.91306049823761,2050,0.0003,0.9994233250617981
-90.18861389160156,288.0,1191,711,847872,207,0.2,0.0049546543,0.0285888671875,0.35215950533747675,0.1465114951133728,-0.002078107258421369,0.7952359914779663,-5.913292419910431,2060,0.0003,0.9992721676826477
-90.2186050415039,288.0,1194,713,851968,208,0.2,0.0068851155,0.0495361328125,0.36114216670393945,0.17304494976997375,-0.0043021133868023755,0.7944149971008301,-5.91059399843216,2070,0.0003,0.9993367195129395
-90.22196960449219,288.0,1198,714,856064,209,0.2,0.0070794807,0.0529052734375,0.31262595057487486,0.13732661306858063,-0.004052969797339756,0.7963055968284607,-5.910239565372467,2080,0.0003,0.9992226362228394
-90.21757507324219,288.0,1201,716,860160,210,0.2,0.009956326,0.060009765625,0.334489731490612,0.17578691244125366,-0.00454660015529953,0.7962663173675537,-5.918248343467712,2090,0.0003,0.9993511438369751
-90.19573974609375,288.0,1204,717,864256,211,0.2,0.0064840848,0.0639892578125,0.31665746569633485,0.21077804267406464,-0.00397042611730285,0.7966170907020569,-5.917344260215759,2100,0.0003,0.9993668794631958
-90.19454956054688,288.0,1207,719,868352,212,0.2,0.006959535,0.0724853515625,0.36393039152026174,0.1746925562620163,-0.00568048532877583,0.7957730889320374,-5.915856242179871,2110,0.0003,0.9992933869361877
-90.18390655517578,288.0,1210,720,872448,213,0.2,0.0071218885,0.0509521484375,0.2895050588995218,0.11532571911811829,-0.00501169654307887,0.7961797714233398,-5.910727381706238,2120,0.0003,0.999402642250061
-90.19322204589844,288.0,1213,722,876544,214,0.2,0.0077237533,0.0595947265625,0.32448188289999963,0.155214324593544,-0.005019755510147661,0.7953499555587769,-5.911431407928466,2130,0.0003,0.9993057250976562
-90.12390899658203,288.0,1217,723,880640,215,0.2,0.0059049223,0.04365234375,0.32439211159944537,0.19218167662620544,-0.0027975258941296487,0.7957491874694824,-5.907079184055329,2140,0.0003,0.9994049072265625
-90.11831665039062,288.0,1219,725,884736,216,0.2,0.008810054,0.084375,0.32871070727705953,0.14138762652873993,-0.005115546309389174,0.7938525080680847,-5.903532755374909,2150,0.0003,0.9993153214454651
-90.13301849365234,288.0,1222,727,888832,217,0.2,0.0059976233,0.0515380859375,0.37276898324489594,0.15168963372707367,-0.004344984819181263,0.789913535118103,-5.882473862171173,2160,0.0003,0.9993137121200562
-90.11690521240234,288.0,1224,729,892928,218,0.2,0.006658905,0.066552734375,0.3177007451653481,0.16183917224407196,-0.005303682846715674,0.7891270518302917,-5.865731930732727,2170,0.0003,0.9991952180862427
-90.16110229492188,288.0,1227,730,897024,219,0.2,0.0060443413,0.04775390625,0.306437062472105,0.13636896014213562,-0.003824907276430167,0.7907342910766602,-5.870075225830078,2180,0.0003,0.9994124174118042
-90.15789031982422,288.0,1226,734,901120,220,0.2,0.0073623653,0.0552734375,0.30672173723578455,0.1644529551267624,-0.004813267599092797,0.7892454862594604,-5.874022650718689,2190,0.0003,0.9993910193443298
-90.1349868774414,288.0,1223,739,905216,221,0.2,0.006340208,0.0524658203125,0.3271836593747139,0.15123428404331207,-0.004473797179525718,0.7867581844329834,-5.858102583885193,2200,0.0003,0.9993690252304077
-90.15293884277344,288.0,1222,744,909312,222,0.2,0.0067817867,0.0861572265625,0.2968216374516487,0.13542965054512024,-0.006335475321975537,0.7852048277854919,-5.84525386095047,2210,0.0003,0.9993932843208313
-90.153076171875,288.0,1221,747,913408,223,0.2,0.0075376322,0.056787109375,0.3197888173162937,0.16986605525016785,-0.003967972059035674,0.7841333150863647,-5.834940087795258,2220,0.0003,0.9993126392364502
-90.17008972167969,288.0,1221,751,917504,224,0.2,0.0053613144,0.0401123046875,0.29495757408440115,0.12864625453948975,-0.00323152377968654,0.7855874300003052,-5.833470106124878,2230,0.0003,0.9994599223136902
-90.2042465209961,288.0,1219,755,921600,225,0.2,0.006359441,0.06123046875,0.3111286602914333,0.17204131186008453,-0.0034807694901246578,0.7833081483840942,-5.8327584028244015,2240,0.0003,0.9993529319763184
-90.1840591430664,288.0,1218,759,925696,226,0.2,0.007933823,0.08056640625,0.341550375521183,0.15586455166339874,-0.007159790268633515,0.7801164388656616,-5.813435876369477,2250,0.0003,0.9993736743927002
-90.2511215209961,288.0,1216,764,929792,227,0.2,0.0071578724,0.05751953125,0.28474360033869744,0.14057525992393494,-0.004532399633899331,0.7785428762435913,-5.798095059394837,2260,0.0003,0.999285101890564
-90.29817199707031,288.0,1214,768,933888,228,0.2,0.008197909,0.071728515625,0.2819815594702959,0.13908550143241882,-0.004250814625993371,0.7780060768127441,-5.790385663509369,2270,0.0003,0.9994691610336304
-90.28480529785156,288.0,1212,773,937984,229,0.2,0.007924799,0.0934326171875,0.28583063967525957,0.13334687054157257,-0.006104050687281415,0.7752040028572083,-5.783207535743713,2280,0.0003,0.999433696269989
-90.27974700927734,288.0,1209,778,942080,230,0.2,0.0071427706,0.06103515625,0.3358153760433197,0.1557939350605011,-0.00396212637424469,0.7746418714523315,-5.768065798282623,2290,0.0003,0.9993491768836975
-90.2771224975586,288.0,1208,782,946176,231,0.2,0.0062934677,0.0503173828125,0.2838171496987343,0.1286972612142563,-0.003548690938623622,0.7730838060379028,-5.762056279182434,2300,0.0003,0.9994218945503235
-90.19760131835938,288.0,1206,787,950272,232,0.2,0.0045091016,0.0413818359375,0.2957532569766045,0.14848999679088593,-0.003540683479513973,0.7720629572868347,-5.75340827703476,2310,0.0003,0.999364972114563
-90.1388931274414,288.0,1203,792,954368,233,0.2,0.006593577,0.055712890625,0.2609953910112381,0.14410074055194855,-0.003121308927075006,0.7683183550834656,-5.738970220088959,2320,0.0003,0.9995288252830505
-90.08624267578125,288.0,1202,797,958464,234,0.2,0.0077288975,0.0455810546875,0.31301299929618837,0.16260574758052826,-0.0038482218980789183,0.7664689421653748,-5.719451832771301,2330,0.0003,0.9993462562561035
-90.06315612792969,288.0,1200,802,962560,235,0.2,0.0053171655,0.04306640625,0.33355918899178505,0.15364840626716614,-0.003821437049191445,0.7652843594551086,-5.7075805306434635,2340,0.0003,0.9993880987167358
-89.96000671386719,288.0,1197,806,966656,236,0.2,0.006296932,0.0433837890625,0.2927663490176201,0.11774730682373047,-0.004899304226273671,0.762653648853302,-5.692435908317566,2350,0.0003,0.9992713332176208
-89.94304656982422,288.0,1194,812,970752,237,0.2,0.0044726944,0.03984375,0.27022241353988646,0.12992331385612488,-0.003865226110792719,0.7625373601913452,-5.680984854698181,2360,0.0003,0.9994943141937256
-89.85208892822266,288.0,1191,817,974848,238,0.2,0.0055002617,0.0459228515625,0.2745840262621641,0.11777356266975403,-0.003429657407104969,0.7617146372795105,-5.677619278430939,2370,0.0003,0.9994516372680664
-89.82124328613281,288.0,1190,822,978944,239,0.2,0.006358506,0.0593017578125,0.3213982850313187,0.12622033059597015,-0.004152106514084153,0.7610853314399719,-5.671484935283661,2380,0.0003,0.9993732571601868
-89.80887603759766,288.0,1188,827,983040,240,0.2,0.005856905,0.0469482421875,0.2804084710776806,0.12881693243980408,-0.004211102827684954,0.7579848170280457,-5.6582825660705565,2390,0.0003,0.9994217753410339
-89.7216796875,288.0,1186,832,987136,241,0.2,0.0066315345,0.029833984375,0.2632452007383108,0.13332733511924744,-0.002783458773046732,0.758039116859436,-5.643730473518372,2400,0.0003,0.9994348883628845
-89.6597671508789,288.0,1184,836,991232,242,0.2,0.005777798,0.05146484375,0.25175635479390623,0.15558993816375732,-0.00481328863534145,0.7593979835510254,-5.648417389392852,2410,0.0003,0.9995416402816772
-89.66947174072266,288.0,1182,841,995328,243,0.2,0.005529262,0.0464599609375,0.2875185143202543,0.1384456902742386,-0.003690707648638636,0.7580150365829468,-5.647131443023682,2420,0.0003,0.9993994832038879
-89.65644836425781,288.0,1180,846,999424,244,0.2,0.005103092,0.030224609375,0.2914840690791607,0.1534593403339386,-0.002763108059298247,0.757306694984436,-5.6379168152809145,2430,0.0003,0.9994598031044006
-89.666748046875,288.0,1179,850,1003520,245,0.2,0.007521443,0.0637451171875,0.2669878486543894,0.14435872435569763,-0.005028761466383003,0.7549198865890503,-5.628945577144623,2440,0.0003,0.9993268251419067
-89.67121887207031,288.0,1177,855,1007616,246,0.2,0.004665087,0.033544921875,0.2638853281736374,0.12118960171937943,-0.0029083276283927264,0.7522165179252625,-5.608010518550873,2450,0.0003,0.9994910359382629
-89.65487670898438,288.0,1175,861,1011712,247,0.2,0.0061942297,0.047021484375,0.26783368177711964,0.15440790355205536,-0.003551638749195263,0.7495543360710144,-5.588712620735168,2460,0.0003,0.9994603395462036
-89.65644836425781,288.0,1172,865,1015808,248,0.2,0.0070860106,0.0696044921875,0.30392738729715346,0.16480399668216705,-0.004931386181851849,0.7493767738342285,-5.576610553264618,2470,0.0003,0.9994077086448669
-89.70907592773438,288.0,1171,870,1019904,249,0.2,0.006933674,0.0835693359375,0.268776311352849,0.11747097969055176,-0.005870176595635712,0.7480934858322144,-5.573798096179962,2480,0.0003,0.999447226524353
-89.73493194580078,288.0,1169,875,1024000,250,0.2,0.0067439927,0.070556640625,0.2891059584915638,0.1319335401058197,-0.00496536391437985,0.746883749961853,-5.564760982990265,2490,0.0003,0.9993793964385986
-89.72570037841797,288.0,1168,880,1028096,251,0.2,0.005908877,0.0553955078125,0.25681376866996286,0.1367434859275818,-0.004661617163219489,0.7456765174865723,-5.556448197364807,2500,0.0003,0.9995294213294983
-89.67113494873047,288.0,1166,885,1032192,252,0.2,0.006629731,0.083056640625,0.2814634770154953,0.14338158071041107,-0.004965434782207012,0.7447082996368408,-5.549544382095337,2510,0.0003,0.9994083046913147
-89.63845825195312,288.0,1164,889,1036288,253,0.2,0.0061560133,0.0707763671875,0.3232503473758698,0.17446383833885193,-0.00559393321746029,0.7413426041603088,-5.538980293273926,2520,0.0003,0.9994051456451416
-89.66793823242188,288.0,1161,895,1040384,254,0.2,0.0069702733,0.05068359375,0.2727164261043072,0.13046789169311523,-0.004082410034607164,0.7382447719573975,-5.516072881221771,2530,0.0003,0.9993143081665039
-89.67265319824219,288.0,1159,900,1044480,255,0.2,0.006990985,0.048193359375,0.24998018853366374,0.09966687113046646,-0.0032423965429188685,0.736091673374176,-5.496666228771209,2540,0.0003,0.9995265603065491
-89.62240600585938,288.0,1158,905,1048576,256,0.2,0.0066297404,0.071630859375,0.2565322022885084,0.1372469961643219,-0.0050034346524626015,0.7343654632568359,-5.483821868896484,2550,0.0003,0.9994829297065735
-89.60546112060547,288.0,1156,909,1052672,257,0.2,0.0072548315,0.0625,0.29233745858073235,0.15403932332992554,-0.005083501743501984,0.7337396740913391,-5.4743837237358095,2560,0.0003,0.9994281530380249
-89.56964874267578,288.0,1155,914,1056768,258,0.2,0.005571804,0.0736572265625,0.273662767931819,0.11693274974822998,-0.006221153505612165,0.730252206325531,-5.461988651752472,2570,0.0003,0.9994346499443054
-89.56333923339844,288.0,1153,919,1060864,259,0.2,0.0076009175,0.0734375,0.25444410257041455,0.1060170903801918,-0.004494780109962448,0.7276121377944946,-5.441621267795563,2580,0.0003,0.9994523525238037
-89.57018280029297,288.0,1152,924,1064960,260,0.2,0.0064777522,0.0445068359375,0.24464029483497143,0.11336727440357208,-0.0037974933191435413,0.724757969379425,-5.424634909629821,2590,0.0003,0.9995502233505249
-89.56400299072266,288.0,1150,929,1069056,261,0.2,0.006327369,0.0768310546875,0.25861678421497347,0.12368214130401611,-0.005413901060819626,0.7240768671035767,-5.412715590000152,2600,0.0003,0.999457836151123
-89.57369995117188,288.0,1148,934,1073152,262,0.2,0.005806435,0.0632080078125,0.29728111401200297,0.12967315316200256,-0.005215378967113793,0.723261833190918,-5.406254315376282,2610,0.0003,0.9994515776634216
-89.5119857788086,288.0,1147,939,1077248,263,0.2,0.005821019,0.0506591796875,0.2757245823740959,0.14187437295913696,-0.00575920311966911,0.7219588756561279,-5.3946368932724,2620,0.0003,0.9993162155151367
